title,id,categories,version,total_versions,date,delta_time,is_pdf,grobid,pages,delta_pages,tokens_cnt,delta_tokens_cnt,token_density,words_cnt,removed_words_cnt,added_words_cnt,relative_added_words,relative_removed_words,ref_cnt,delta_ref_cnt,authors_cnt,delta_authors_cnt,figures_cnt,delta_figures_cnt,figures_density,title_changed,abstract_changed
Study on Effects of Dipole-dipole Interactions in Nd 2 Fe 14 B thin film Based on Stochastic Cut-off Method with New Efficient Algorithm,1711.02284,physics.comp-ph,1,2,2017-11-07 04:58:39+00:00,,True,True,9.0,,4707.0,,523.0,887.0,,,,,30.0,,4.0,,7.0,,0.7777777777777778,,
Study on Effects of Dipole-dipole Interactions in Nd 2 Fe 14 B thin film Based on Stochastic Cut-off Method with New Efficient Algorithm,1711.02284,physics.comp-ph,2,2,2017-11-17 06:31:56+00:00,10 days 01:33:17,True,True,9.0,0.0,4707.0,0.0,523.0,887.0,0.0,0.0,0.0011261261261261,0.0011261261261261,30.0,0.0,4.0,0.0,7.0,0.0,0.7777777777777778,False,True
Jets and threshold summation in Deductor,1711.02369,hep-ph,1,2,2017-11-07 10:06:53+00:00,,True,True,47.0,,11493.0,,244.53191489361703,1588.0,,,,,104.0,,2.0,,12.0,,0.2553191489361702,,
Jets and threshold summation in Deductor,1711.02369,hep-ph,2,2,2018-09-19 19:10:57+00:00,316 days 09:04:04,True,True,66.0,19.0,16860.0,5367.0,255.45454545454547,1901.0,42.0,303.0,0.1598317560462671,0.02706104468219,116.0,12.0,2.0,0.0,26.0,14.0,0.3939393939393939,False,False
Giant Anisotropic Magnetoresistance and Planar Hall Effect in Dirac Semimetal Cd3As2,1711.03671,cond-mat.mes-hall,1,2,2017-11-10 02:25:12+00:00,,True,True,16.0,,2420.0,,151.25,719.0,,,,,33.0,,5.0,,13.0,,0.8125,,
Giant Anisotropic Magnetoresistance and Planar Hall Effect in the Dirac Semimetal Cd3As2,1711.03671,cond-mat.mes-hall,2,2,2018-05-17 02:23:50+00:00,187 days 23:58:38,True,True,24.0,8.0,4143.0,1723.0,172.625,1027.0,125.0,367.0,0.357976653696498,0.175,55.0,22.0,5.0,0.0,13.0,0.0,0.5416666666666666,True,False
Highly-symmetric random one-dimensional spin models,1711.04783,cond-mat.str-el,1,2,2017-11-13 19:00:08+00:00,,True,True,19.0,,10932.0,,575.3684210526316,1612.0,,,,,34.0,,4.0,,14.0,,0.7368421052631579,,
Highly-symmetric random one-dimensional spin models,1711.04783,cond-mat.str-el,2,2,2019-07-13 22:29:33+00:00,607 days 03:29:25,True,True,26.0,7.0,15693.0,4761.0,603.5769230769231,2044.0,176.0,565.0,0.2767726161369193,0.1097334159950403,68.0,34.0,4.0,0.0,17.0,3.0,0.6538461538461539,False,False
A control volume study of the pressure tensor across a liquid-vapour interface,1711.05986,cond-mat.stat-mech,1,3,2017-11-16 08:45:17+00:00,,True,True,9.0,,4856.0,,539.5555555555555,1224.0,,,,,46.0,,5.0,,5.0,,0.5555555555555556,,
A control volume study of the pressure tensor across a liquid-vapour interface,1711.05986,cond-mat.stat-mech,2,3,2017-11-28 08:40:20+00:00,11 days 23:55:03,True,True,9.0,0.0,4825.0,-31.0,536.1111111111111,1217.0,8.0,0.0,0.0008210180623973,0.0073469387755102,46.0,0.0,5.0,0.0,5.0,0.0,0.5555555555555556,False,True
The pressure tensor across a liquid-vapour interface,1711.05986,cond-mat.stat-mech,3,3,2018-04-27 14:48:28+00:00,150 days 06:08:08,True,True,9.0,0.0,5003.0,178.0,555.8888888888889,1296.0,19.0,88.0,0.0686198920585967,0.0164203612479474,52.0,6.0,5.0,0.0,4.0,-1.0,0.4444444444444444,True,False
Effect of inverse magnetic catalysis on conserved charge fluctuations in hadron resonance gas model,1711.06913,hep-ph,1,2,2017-11-18 18:27:54+00:00,,True,True,11.0,,3686.0,,335.09090909090907,616.0,,,,,36.0,,1.0,,7.0,,0.6363636363636364,,
Effect of inverse magnetic catalysis on conserved charge fluctuations in hadron resonance gas model,1711.06913,hep-ph,2,2,2019-01-22 09:50:26+00:00,429 days 15:22:32,True,True,12.0,1.0,5545.0,1859.0,462.0833333333333,726.0,21.0,128.0,0.1774415405777166,0.0356564019448946,40.0,4.0,1.0,0.0,6.0,-1.0,0.5,False,False
Precessional dynamics of black hole triples: binary mergers with near-zero effective spin,1711.07142,astro-ph.HE,1,2,2017-11-20 04:53:00+00:00,,True,True,6.0,,3003.0,,500.5,861.0,,,,,39.0,,4.0,,2.0,,0.3333333333333333,,
Precessional dynamics of black hole triples: binary mergers with near-zero effective spin,1711.07142,astro-ph.HE,2,2,2018-07-06 12:06:50+00:00,228 days 07:13:50,True,True,6.0,0.0,3163.0,160.0,527.1666666666666,881.0,202.0,196.0,0.2233560090702948,0.2354988399071926,44.0,5.0,4.0,0.0,4.0,2.0,0.6666666666666666,False,False
One-loop corrections to light cone wave functions: the dipole picture DIS cross section,1711.08207,hep-ph nucl-th,1,2,2017-11-22 10:13:26+00:00,,True,True,46.0,,11789.0,,256.2826086956522,1512.0,,,,,43.0,,3.0,,13.0,,0.2826086956521739,,
One-loop corrections to light cone wave functions: the dipole picture DIS cross section,1711.08207,hep-ph nucl-th,2,2,2018-06-01 12:08:18+00:00,191 days 01:54:52,True,True,47.0,1.0,11767.0,-22.0,250.36170212765958,1496.0,38.0,28.0,0.0193720774883099,0.0257766027759418,44.0,1.0,3.0,0.0,10.0,-3.0,0.2127659574468085,False,True
Neutrinoless double beta decay and QCD running at low energy scales,1711.08311,hep-ph,1,2,2017-11-22 14:58:41+00:00,,True,True,6.0,,2467.0,,411.1666666666667,744.0,,,,,36.0,,3.0,,3.0,,0.5,,
Neutrinoless double beta decay and QCD running at low energy scales,1711.08311,hep-ph,2,2,2018-06-26 17:50:35+00:00,216 days 02:51:54,True,True,7.0,1.0,2880.0,413.0,411.42857142857144,812.0,23.0,93.0,0.1156211562115621,0.0322147651006711,43.0,7.0,3.0,0.0,3.0,0.0,0.4285714285714285,False,False
On the nature of the electroweak phase transition in the two Higgs doublet model,1711.09849,hep-ph,1,4,2017-11-27 17:39:58+00:00,,True,True,12.0,,4000.0,,333.3333333333333,975.0,,,,,36.0,,8.0,,3.0,,0.25,,
On the nature of the electroweak phase transition in the two Higgs doublet model,1711.09849,hep-ph,2,4,2018-01-17 11:07:55+00:00,50 days 17:27:57,True,True,13.0,1.0,3794.0,-206.0,291.84615384615387,957.0,110.0,93.0,0.0981210855949895,0.1137295081967213,39.0,3.0,8.0,0.0,4.0,1.0,0.3076923076923077,False,True
On the nature of the electroweak phase transition in the two Higgs doublet model,1711.09849,hep-ph,3,4,2018-04-09 09:58:33+00:00,81 days 22:50:38,True,True,13.0,0.0,4044.0,250.0,311.0769230769231,1025.0,35.0,103.0,0.1013645224171539,0.0375782881002087,47.0,8.0,8.0,0.0,3.0,-1.0,0.2307692307692307,False,False
Nonperturbative Analysis of the Electroweak Phase Transition in the Two Higgs Doublet Model,1711.09849,hep-ph,4,4,2018-11-20 13:59:50+00:00,225 days 04:01:17,True,True,13.0,0.0,4376.0,332.0,336.61538461538464,1083.0,63.0,117.0,0.1088560885608856,0.0623781676413255,50.0,3.0,8.0,0.0,5.0,2.0,0.3846153846153846,True,False
Improved Techniques for Preparing Eigenstates of Fermionic Hamiltonians,1711.10460,quant-ph,1,3,2017-11-28 18:48:24+00:00,,True,True,8.0,,5266.0,,658.25,1214.0,,,,,47.0,,7.0,,1.0,,0.125,,
Improved Techniques for Preparing Eigenstates of Fermionic Hamiltonians,1711.10460,quant-ph,2,3,2017-12-21 04:22:14+00:00,22 days 09:33:50,True,True,16.0,8.0,10232.0,4966.0,639.5,1737.0,80.0,562.0,0.3239355581127733,0.0666666666666666,61.0,14.0,8.0,1.0,9.0,8.0,0.5625,False,False
Improved Techniques for Preparing Eigenstates of Fermionic Hamiltonians,1711.10460,quant-ph,3,3,2018-03-23 16:58:21+00:00,92 days 12:36:07,True,True,16.0,0.0,10362.0,130.0,647.625,1762.0,36.0,63.0,0.0363017583664208,0.0212888377445339,67.0,6.0,8.0,0.0,10.0,1.0,0.625,False,
Topology of Disconnected Elementary Band Representations,1711.11045,cond-mat.mes-hall,1,2,2017-11-29 19:00:06+00:00,,True,True,12.0,,7040.0,,586.6666666666666,1278.0,,,,,56.0,,8.0,,18.0,,1.5,,
Topology of Disconnected Elementary Band Representations,1711.11045,cond-mat.mes-hall,2,2,2018-07-06 23:12:46+00:00,219 days 04:12:40,True,True,12.0,0.0,6039.0,-1001.0,503.25,1174.0,143.0,50.0,0.0434042553191489,0.1125879593432369,74.0,18.0,8.0,0.0,10.0,-8.0,0.8333333333333334,False,False
Anisotropic Thermal Conductivity of 4H and 6H Silicon Carbide Measured Using Time-Domain Thermoreflectance,1712.00830,cond-mat.mtrl-sci,1,2,2017-12-03 20:10:53+00:00,,True,True,14.0,,2512.0,,179.42857142857142,700.0,,,,,39.0,,3.0,,8.0,,0.5714285714285714,,
Anisotropic Thermal Conductivity of 4H and 6H Silicon Carbide Measured Using Time-Domain Thermoreflectance,1712.00830,cond-mat.mtrl-sci,2,2,2017-12-13 21:01:51+00:00,10 days 00:50:58,True,True,15.0,1.0,3068.0,556.0,204.53333333333333,859.0,12.0,145.0,0.1697674418604651,0.0185449358059914,40.0,1.0,3.0,0.0,11.0,3.0,0.7333333333333333,False,False
Observation of the thunderstorm-related ground cosmic ray flux variations by ARGO-YBJ,1712.01461,astro-ph.EP astro-ph.HE,1,3,2017-12-05 03:20:58+00:00,,True,True,17.0,,4733.0,,278.4117647058824,1014.0,,,,,41.0,,73.0,,11.0,,0.6470588235294118,,
Observation of the thunderstorm-related ground cosmic ray flux variations by ARGO-YBJ,1712.01461,astro-ph.EP astro-ph.HE,2,3,2017-12-06 12:21:57+00:00,1 days 09:00:59,True,True,17.0,0.0,4733.0,0.0,278.4117647058824,1014.0,0.0,0.0,0.0009852216748768,0.0009852216748768,41.0,0.0,73.0,0.0,11.0,0.0,0.6470588235294118,False,
Observation of the thunderstorm-related ground cosmic ray flux variations by ARGO-YBJ,1712.01461,astro-ph.EP astro-ph.HE,3,3,2018-02-14 02:38:12+00:00,69 days 14:16:15,True,True,17.0,0.0,4859.0,126.0,285.8235294117647,1035.0,5.0,23.0,0.0231660231660231,0.005911330049261,43.0,2.0,72.0,-1.0,11.0,0.0,0.6470588235294118,False,
Accurate estimation of microscopic diffusion anisotropy and its time dependence in the mouse brain,1712.01954,physics.med-ph,1,2,2017-12-05 22:24:59+00:00,,True,True,29.0,,6662.0,,229.72413793103448,1471.0,,,,,81.0,,6.0,,21.0,,0.7241379310344828,,
Accurate estimation of microscopic diffusion anisotropy and its time dependence in the mouse brain,1712.01954,physics.med-ph,2,2,2019-03-21 09:46:47+00:00,470 days 11:21:48,True,True,35.0,6.0,8538.0,1876.0,243.94285714285715,1654.0,91.0,266.0,0.1613293051359516,0.0625,94.0,13.0,6.0,0.0,15.0,-6.0,0.4285714285714285,False,True
The Mellin-Barnes Approach to Hadronic Vacuum Polarization and g µ − 2,1712.02202,hep-ph hep-lat,1,3,2017-12-06 14:38:21+00:00,,True,True,40.0,,8738.0,,218.45,1327.0,,,,,45.0,,3.0,,43.0,,1.075,,
The Mellin-Barnes Approach to Hadronic Vacuum Polarization and g µ − 2,1712.02202,hep-ph hep-lat,2,3,2018-02-20 14:51:29+00:00,76 days 00:13:08,True,True,40.0,0.0,8854.0,116.0,221.35,1332.0,22.0,22.0,0.0172543135783946,0.0173192771084337,45.0,0.0,3.0,0.0,30.0,-13.0,0.75,False,True
Mellin-Barnes approach to hadronic vacuum polarization and g µ − 2,1712.02202,hep-ph hep-lat,3,3,2018-05-09 10:10:02+00:00,77 days 19:18:33,True,True,37.0,-3.0,7793.0,-1061.0,210.6216216216216,1268.0,104.0,58.0,0.0464933018124507,0.0787696924231057,41.0,-4.0,3.0,0.0,32.0,2.0,0.8648648648648649,True,False
Effective theory approach to direct detection of dark matter,1712.02947,hep-ph,1,2,2017-12-08 05:47:58+00:00,,True,True,39.0,,8846.0,,226.82051282051282,1314.0,,,,,65.0,,1.0,,9.0,,0.2307692307692307,,
Effective theory approach to direct detection of dark matter,1712.02947,hep-ph,2,2,2018-01-29 09:03:43+00:00,52 days 03:15:45,True,True,39.0,0.0,8845.0,-1.0,226.7948717948718,1314.0,2.0,2.0,0.0022813688212927,0.0022813688212927,65.0,0.0,1.0,0.0,9.0,0.0,0.2307692307692307,False,True
Conformal gravity: light deflection revisited and the galactic rotation curve failure,1712.03969,astro-ph.CO gr-qc,1,3,2017-12-11 19:00:07+00:00,,True,True,14.0,,5089.0,,363.5,1173.0,,,,,48.0,,3.0,,1.0,,0.0714285714285714,,
Conformal gravity: light deflection revisited and the galactic rotation curve failure,1712.03969,astro-ph.CO gr-qc,2,3,2019-02-13 12:09:27+00:00,428 days 17:09:20,True,True,16.0,2.0,5693.0,604.0,355.8125,1356.0,76.0,249.0,0.1842299189388356,0.065587734241908,60.0,12.0,3.0,0.0,2.0,1.0,0.125,False,False
Conformal gravity: light deflection revisited and the galactic rotation curve failure,1712.03969,astro-ph.CO gr-qc,3,3,2019-12-10 14:47:50+00:00,300 days 02:38:23,True,True,19.0,3.0,6831.0,1138.0,359.5263157894737,1462.0,64.0,163.0,0.1120984278879015,0.0478997789240972,62.0,2.0,3.0,0.0,2.0,0.0,0.1052631578947368,False,False
Quantum entanglement in a quasi-phase region for a spin-1/2 Ising-XYZ diamond chain,1712.05621,cond-mat.str-el cond-mat.stat-mech,1,3,2017-12-15 11:18:56+00:00,,True,True,5.0,,2207.0,,441.4,527.0,,,,,29.0,,5.0,,2.0,,0.4,,
Quantum entanglement in the neighborhood of pseudo-transition for a spin-1/2 Ising-XYZ diamond chain,1712.05621,cond-mat.str-el cond-mat.stat-mech,2,3,2018-06-12 13:01:18+00:00,179 days 01:42:22,True,True,6.0,1.0,2304.0,97.0,384.0,599.0,113.0,180.0,0.3016666666666667,0.2159090909090909,33.0,4.0,5.0,0.0,4.0,2.0,0.6666666666666666,True,False
Quantum entanglement in the neighborhood of pseudo-transition for a spin-1/2 Ising-XYZ diamond chain,1712.05621,cond-mat.str-el cond-mat.stat-mech,3,3,2018-06-15 12:37:00+00:00,2 days 23:35:42,True,True,6.0,0.0,2304.0,0.0,384.0,599.0,0.0,0.0,0.0016666666666666,0.0016666666666666,33.0,0.0,5.0,0.0,4.0,0.0,0.6666666666666666,False,True
Wegner estimate for discrete Schrödinger operators with Gaussian random potentials,1712.06377,math-ph math.MP,1,2,2017-12-18 13:11:36+00:00,,True,True,10.0,,2450.0,,245.0,638.0,,,,,33.0,,1.0,,1.0,,0.1,,
Wegner estimate for discrete Schrödinger operators with Gaussian random potentials,1712.06377,math-ph math.MP,2,2,2019-01-10 10:16:07+00:00,387 days 21:04:31,True,True,10.0,0.0,2525.0,75.0,252.5,654.0,5.0,22.0,0.0351145038167938,0.0093896713615023,34.0,1.0,1.0,0.0,2.0,1.0,0.2,False,True
A TWO-PHASE TWO-FLUXES DEGENERATE CAHN-HILLIARD MODEL AS CONSTRAINED WASSERSTEIN GRADIENT FLOW,1712.06446,math.AP math-ph math.MP,1,2,2017-12-18 15:01:26+00:00,,True,True,25.0,,5944.0,,237.76,1250.0,,,,,47.0,,4.0,,11.0,,0.44,,
A TWO-PHASE TWO-FLUXES DEGENERATE CAHN-HILLIARD MODEL AS CONSTRAINED WASSERSTEIN GRADIENT FLOW,1712.06446,math.AP math-ph math.MP,2,2,2019-03-06 10:03:43+00:00,442 days 19:02:17,True,True,24.0,-1.0,6111.0,167.0,254.625,1310.0,131.0,202.0,0.1548436308161708,0.105515587529976,42.0,-5.0,4.0,0.0,9.0,-2.0,0.375,False,False
The duration of reionization constrains the ionizing sources,1712.06619,astro-ph.CO astro-ph.GA,1,2,2017-12-18 19:02:53+00:00,,True,True,5.0,,3689.0,,737.8,887.0,,,,,46.0,,3.0,,5.0,,1.0,,
The duration of reionization constrains the ionizing sources,1712.06619,astro-ph.CO astro-ph.GA,2,2,2018-03-27 16:46:13+00:00,98 days 21:43:20,True,True,6.0,1.0,3971.0,282.0,661.8333333333334,942.0,7.0,59.0,0.0636267232237539,0.009009009009009,48.0,2.0,3.0,0.0,5.0,0.0,0.8333333333333334,False,False
Crystallization of Levitons in the fractional quantum Hall regime,1712.07094,cond-mat.mes-hall cond-mat.str-el quant-ph,1,2,2017-12-19 18:24:16+00:00,,True,True,12.0,,4106.0,,342.1666666666667,1200.0,,,,,55.0,,7.0,,8.0,,0.6666666666666666,,
Crystallization of Levitons in the fractional quantum Hall regime,1712.07094,cond-mat.mes-hall cond-mat.str-el quant-ph,2,2,2018-09-04 15:02:58+00:00,258 days 20:38:42,True,True,9.0,-3.0,4375.0,269.0,486.1111111111111,1256.0,138.0,190.0,0.1519490851233094,0.115736885928393,57.0,2.0,7.0,0.0,3.0,-5.0,0.3333333333333333,False,
The equation of state of a simple fluid in the supercritical region,1712.07164,cond-mat.stat-mech,1,2,2017-12-19 19:30:05+00:00,,True,True,26.0,,4308.0,,165.69230769230768,775.0,,,,,14.0,,,,10.0,,0.3846153846153846,,
The equation of state of a cell fluid model in the supercritical region,1712.07164,cond-mat.stat-mech,2,2,2018-12-20 14:21:04+00:00,365 days 18:50:59,True,True,26.0,0.0,5769.0,1461.0,221.8846153846154,1048.0,68.0,321.0,0.3069590085795996,0.0889175257731958,29.0,15.0,3.0,,15.0,5.0,0.5769230769230769,True,False
Probing large-scale magnetism with the Cosmic Microwave Background,1712.07598,astro-ph.CO gr-qc hep-ph,1,2,2017-12-20 17:26:23+00:00,,True,True,130.0,,36433.0,,280.25384615384615,3684.0,,,,,365.0,,1.0,,61.0,,0.4692307692307692,,
Probing large-scale magnetism with the Cosmic Microwave Background,1712.07598,astro-ph.CO gr-qc hep-ph,2,2,2018-05-03 15:14:28+00:00,133 days 21:48:05,True,True,130.0,0.0,36523.0,90.0,280.94615384615383,3670.0,22.0,18.0,0.0051757014437482,0.0062415196743554,367.0,2.0,1.0,0.0,53.0,-8.0,0.4076923076923077,False,True
Centrality determination of Au+Au collisions at 1.23A GeV with HADES,1712.07993,nucl-ex,1,2,2017-12-21 15:05:31+00:00,,True,True,9.0,,3461.0,,384.55555555555554,836.0,,,,,20.0,,116.0,,7.0,,0.7777777777777778,,
Centrality determination of Au + Au collisions at 1.23A GeV with HADES,1712.07993,nucl-ex,2,2,2018-05-22 14:58:44+00:00,151 days 23:53:13,True,True,8.0,-1.0,3569.0,108.0,446.125,844.0,45.0,61.0,0.0733727810650887,0.054958183990442,19.0,-1.0,115.0,-1.0,9.0,2.0,1.125,True,False
B-and D-meson leptonic decay constants from four-flavor lattice QCD,1712.09262,hep-lat hep-ph,1,4,2017-12-26 13:08:41+00:00,,True,True,56.0,,18071.0,,322.69642857142856,2205.0,,,,,145.0,,17.0,,28.0,,0.5,,
B-and D-meson leptonic decay constants from four-flavor lattice QCD,1712.09262,hep-lat hep-ph,2,4,2017-12-31 18:08:11+00:00,5 days 04:59:30,True,True,56.0,0.0,18105.0,34.0,323.30357142857144,2210.0,0.0,5.0,0.0027137042062415,0.0004533091568449,147.0,2.0,17.0,0.0,28.0,0.0,0.5,False,True
B-and D-meson leptonic decay constants from four-flavor lattice QCD,1712.09262,hep-lat hep-ph,3,4,2018-10-30 01:38:10+00:00,302 days 07:29:59,True,True,59.0,3.0,19930.0,1825.0,337.79661016949154,2302.0,48.0,137.0,0.0599218410768562,0.0221619176843057,168.0,21.0,17.0,0.0,24.0,-4.0,0.4067796610169492,False,False
B-and D-meson leptonic decay constants from four-flavor lattice QCD,1712.09262,hep-lat hep-ph,4,4,2019-09-03 07:11:07+00:00,308 days 05:32:57,True,True,59.0,0.0,19703.0,-227.0,333.9491525423729,2270.0,31.0,1.0,0.0008806693086745,0.0138949196699956,168.0,0.0,17.0,0.0,25.0,1.0,0.423728813559322,False,True
Sensing coherent dynamics of electronic spin clusters in solids,1801.00198,quant-ph cond-mat.mes-hall,1,2,2017-12-30 21:39:59+00:00,,True,True,14.0,,7423.0,,530.2142857142857,1333.0,,,,,30.0,,4.0,,17.0,,1.2142857142857142,,
Sensing coherent dynamics of electronic spin clusters in solids,1801.00198,quant-ph cond-mat.mes-hall,2,2,2018-06-14 18:58:57+00:00,165 days 21:18:58,True,True,16.0,2.0,7788.0,365.0,486.75,1442.0,77.0,172.0,0.1198891198891198,0.0584707646176911,48.0,18.0,4.0,0.0,13.0,-4.0,0.8125,False,False
Phase Transition in Taxi Dynamics and Impact of Ridesharing,1801.00462,physics.soc-ph nlin.AO,1,3,2018-01-01 15:46:34+00:00,,True,True,23.0,,13714.0,,596.2608695652174,1869.0,,,,,50.0,,7.0,,13.0,,0.5652173913043478,,
Phase Transition in Taxi Dynamics and Impact of Ridesharing,1801.00462,physics.soc-ph nlin.AO,2,3,2018-01-16 07:03:13+00:00,14 days 15:16:39,True,True,23.0,0.0,13432.0,-282.0,584.0,1851.0,17.0,0.0,0.0005399568034557,0.0096256684491978,50.0,0.0,7.0,0.0,13.0,0.0,0.5652173913043478,False,
Phase Transition in Taxi Dynamics and Impact of Ridesharing,1801.00462,physics.soc-ph nlin.AO,3,3,2020-10-22 13:14:42+00:00,1010 days 06:11:29,True,True,27.0,4.0,17180.0,3748.0,636.2962962962963,2156.0,86.0,337.0,0.1566991191469633,0.0469762419006479,54.0,4.0,7.0,0.0,19.0,6.0,0.7037037037037037,False,False
GIBBS MEASURES OF AN ISING MODEL WITH COMPETING INTERACTIONS ON THE TRIANGULAR CHANDELIER-LATTICE,1801.00781,math-ph math.DS math.MP,1,2,2018-01-01 22:43:05+00:00,,True,True,17.0,,4435.0,,260.88235294117646,918.0,,,,,43.0,,1.0,,13.0,,0.7647058823529411,,
Gibbs measures of an Ising model with competing interactions on the triangular chandelier-lattice,1801.00781,math-ph math.DS math.MP,2,2,2019-06-27 12:47:14+00:00,541 days 14:04:09,True,True,14.0,-3.0,3997.0,-438.0,285.5,856.0,94.0,39.0,0.0466744457409568,0.103373231773667,44.0,1.0,1.0,0.0,14.0,1.0,1.0,True,False
On the U(1)$^2$-invariant sector of dyonic maximal supergravity,1801.01286,hep-th,1,2,2018-01-04 09:22:16+00:00,,False,False,,,,,,,,,,,,,,,,,,,
On the U(1) 2 -invariant sector of dyonic maximal supergravity,1801.01286,hep-th,2,2,2018-01-14 18:15:44+00:00,,True,True,23.0,,3757.0,,163.34782608695653,907.0,,,,,36.0,,3.0,,9.0,,0.391304347826087,,
"Transitioning scenario of Bianchi-I universe within f (R, T ) formalism",1801.01406,physics.gen-ph,1,2,2017-12-24 07:54:11+00:00,,True,True,11.0,,2133.0,,193.9090909090909,644.0,,,,,41.0,,1.0,,3.0,,0.2727272727272727,,
"Transitioning scenario of Bianchi-I universe within $f\left(R,T\right)$
  formalism",1801.01406,physics.gen-ph,2,2,2018-02-14 11:13:38+00:00,,True,False,7.0,,,,,,,,,,,,,,,,,,
"Comment on ""Route from discreteness to the continuum for the Tsallis q-entropy""",1801.03035,cond-mat.stat-mech,1,3,2018-01-09 17:04:30+00:00,,True,True,6.0,,744.0,,124.0,337.0,,,,,12.0,,2.0,,0.0,,0.0,,
"Comment on ""Route from discreteness to the continuum for the Tsallis q-entropy""",1801.03035,cond-mat.stat-mech,2,3,2018-01-15 08:52:09+00:00,5 days 15:47:39,True,True,6.0,0.0,742.0,-2.0,123.66666666666667,337.0,12.0,12.0,0.0384615384615384,0.0384615384615384,12.0,0.0,2.0,0.0,0.0,0.0,0.0,False,True
"Comment on ""Route from discreteness to the continuum for the Tsallis q-entropy""",1801.03035,cond-mat.stat-mech,3,3,2018-06-07 01:39:08+00:00,142 days 16:46:59,True,True,6.0,0.0,744.0,2.0,124.0,338.0,1.0,1.0,0.0058997050147492,0.0059171597633136,12.0,0.0,2.0,0.0,0.0,0.0,0.0,False,True
Secure Quantum Network Code without Classical Communication,1801.03306,quant-ph,1,4,2018-01-10 10:54:30+00:00,,True,True,10.0,,4339.0,,433.9,822.0,,,,,17.0,,2.0,,6.0,,0.6,,
Secure Quantum Network Code without Classical Communication,1801.03306,quant-ph,2,4,2018-01-24 13:43:08+00:00,14 days 02:48:38,True,True,12.0,2.0,4926.0,587.0,410.5,852.0,34.0,64.0,0.0762016412661195,0.0425273390036452,16.0,-1.0,2.0,0.0,10.0,4.0,0.8333333333333334,False,False
Secure Quantum Network Code without Classical Communication,1801.03306,quant-ph,3,4,2018-05-30 02:18:24+00:00,,False,False,,,,,,,,,,,,,,,,,,,
Secure Quantum Network Code without Classical Communication,1801.03306,quant-ph,4,4,2019-08-24 07:57:45+00:00,,True,True,15.0,,7204.0,,480.26666666666665,1070.0,,,,,23.0,,2.0,,11.0,,0.7333333333333333,,
